link,name
https://www.google.com/maps/place/Kon%27s+Cycle/data=!4m7!3m6!1s0x6001064a1063da59:0x9a2ca1a6749196a8!8m2!3d34.9998431!4d135.7324021!16s%2Fg%2F1w0h_hww!19sChIJWdpjEEoGAWARqJaRdKahLJo?authuser=0&hl=es-419&rclk=1,Kon's Cycle
https://www.google.com/maps/place/%E8%87%AA%E8%BB%A2%E8%BB%8A%E3%82%B5%E3%82%AC%E3%83%8E%E3%80%90%E5%87%BA%E5%BC%B5%E4%BF%AE%E7%90%86%E5%B0%82%E9%96%80%E3%80%91%E2%80%BB%E5%BA%97%E8%88%97%E3%81%AA%E3%81%97/data=!4m7!3m6!1s0x6001079f5280781f:0xf9f9054830f3741a!8m2!3d35.0012622!4d135.7375894!16s%2Fg%2F11j934630w!19sChIJH3iAUp8HAWARGnTzMEgF-fk?authuser=0&hl=es-419&rclk=1,自転車サガノ【出張修理専門】※店舗なし
https://www.google.com/maps/place/AEON+Cycle+Shop/data=!4m7!3m6!1s0x6001064ea7aa2d35:0x4f86088cf449df25!8m2!3d34.9970686!4d135.7276593!16s%2Fg%2F11gnp8r4pn!19sChIJNS2qp04GAWARJd9J9IwIhk8?authuser=0&hl=es-419&rclk=1,AEON Cycle Shop
https://www.google.com/maps/place/%E3%83%90%E3%82%A4%E3%82%B7%E3%82%AF%E3%83%AB%E3%82%B9%E3%83%88%E3%82%A2+%E3%83%95%E3%83%AA%E3%83%BC/data=!4m7!3m6!1s0x6001066ad8de2f9b:0xf85b2b07893bb534!8m2!3d34.9905461!4d135.7325982!16s%2Fg%2F11c5s7kj3t!19sChIJmy_e2GoGAWARNLU7iQcrW_g?authuser=0&hl=es-419&rclk=1,バイシクルストア フリー
https://www.google.com/maps/place/Cycle+Shop+Eirin+Tanbaguchi/data=!4m7!3m6!1s0x60010624b38e3cb9:0x6d3da16561a06a3c!8m2!3d34.9959078!4d135.7428262!16s%2Fg%2F1ptz9r037!19sChIJuTyOsyQGAWARPGqgYWWhPW0?authuser=0&hl=es-419&rclk=1,Cycle Shop Eirin Tanbaguchi
https://www.google.com/maps/place/Pals/data=!4m7!3m6!1s0x6001064849bee559:0x666004d3341f0868!8m2!3d34.996387!4d135.731888!16s%2Fg%2F1pv000cdc!19sChIJWeW-SUgGAWARaAgfNNMEYGY?authuser=0&hl=es-419&rclk=1,Pals
https://www.google.com/maps/place/%E8%87%AA%E8%BB%A2%E8%BB%8A%E4%BF%AE%E7%90%86+%E3%83%89%E3%82%AF%E3%82%BF%E3%83%BC%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB/data=!4m7!3m6!1s0x600107c72584488b:0x5a892a5d13117450!8m2!3d35.0025347!4d135.7462421!16s%2Fg%2F11j7qs8tv5!19sChIJi0iEJccHAWARUHQRE10qiVo?authuser=0&hl=es-419&rclk=1,自転車修理 ドクターサイクル
https://www.google.com/maps/place/%E5%B2%A1%E6%9C%AC%E8%87%AA%E8%BB%A2%E8%BB%8A%E5%95%86%E4%BC%9A/data=!4m7!3m6!1s0x6001063147b32369:0xb396ffc4b2e13984!8m2!3d35.0010773!4d135.7385968!16s%2Fg%2F1tfnyh58!19sChIJaSOzRzEGAWARhDnhssT_lrM?authuser=0&hl=es-419&rclk=1,岡本自転車商会
https://www.google.com/maps/place/CycleDream/data=!4m7!3m6!1s0x600107a91e7ad8e3:0xb89aafebb99a1765!8m2!3d35.00338!4d135.717479!16s%2Fg%2F1tfbssqp!19sChIJ49h6HqkHAWARZReaueuvmrg?authuser=0&hl=es-419&rclk=1,CycleDream
https://www.google.com/maps/place/%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%83%99%E3%83%BC%E3%82%B9%E3%81%82%E3%81%95%E3%81%B2%E8%91%9B%E9%87%8E%E5%A4%A7%E8%B7%AF%E5%9B%9B%E6%9D%A1%E5%BA%97/data=!4m7!3m6!1s0x600107a7b876e11b:0xd87439c4d5340d55!8m2!3d35.0021875!4d135.7192114!16s%2Fg%2F11krwq8j8p!19sChIJG-F2uKcHAWARVQ001cQ5dNg?authuser=0&hl=es-419&rclk=1,サイクルベースあさひ葛野大路四条店
https://www.google.com/maps/place/Bicycle+Q-bei+Nij%C5%8D/data=!4m7!3m6!1s0x600107cd3d795555:0x619c98a27faac73f!8m2!3d35.008682!4d135.7409563!16s%2Fg%2F11bxg5nm_3!19sChIJVVV5Pc0HAWARP8eqf6KYnGE?authuser=0&hl=es-419&rclk=1,Bicycle Q-bei Nijō
https://www.google.com/maps/place/%E3%83%A0%E3%83%A9%E3%82%BF%E3%83%BB%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB/data=!4m7!3m6!1s0x6001063187f662cf:0x20b53cdd870e043a!8m2!3d35.0030417!4d135.7407755!16s%2Fg%2F11b7ss_n0f!19sChIJz2L2hzEGAWAROgQOh908tSA?authuser=0&hl=es-419&rclk=1,ムラタ・サイクル
https://www.google.com/maps/place/LATTESTbike+%E4%BA%AC%E9%83%BD%E4%B8%89%E6%9D%A1%E5%BA%97/data=!4m7!3m6!1s0x6001070fb39f7eaf:0x7fac99dfffc04e01!8m2!3d35.0086363!4d135.7447953!16s%2Fg%2F11f779d177!19sChIJr36fsw8HAWARAU7A_9-ZrH8?authuser=0&hl=es-419&rclk=1,LATTESTbike 京都三条店
https://www.google.com/maps/place/%E3%82%AD%E3%83%8F%E3%82%BF%E5%95%86%E4%BC%9A/data=!4m7!3m6!1s0x600107448b739091:0x2f2e1c05b6b26cd5!8m2!3d34.9992014!4d135.7323531!16s%2Fg%2F11gnsdcs7k!19sChIJkZBzi0QHAWAR1WyytgUcLi8?authuser=0&hl=es-419&rclk=1,キハタ商会
https://www.google.com/maps/place/Parusu+Kyoto+Nishioji+Gojoten+Seibikojo/data=!4m7!3m6!1s0x600106485cf0debd:0xdc082e05432a22a6!8m2!3d34.9955202!4d135.7312575!16s%2Fg%2F11_r3xt9b!19sChIJvd7wXEgGAWARpiIqQwUuCNw?authuser=0&hl=es-419&rclk=1,Parusu Kyoto Nishioji Gojoten Seibikojo
https://www.google.com/maps/place/Humhumhug+Cycle+Center+Kyoto%28%E4%BA%AC%E9%83%BD%E2%80%A2%E8%87%AA%E8%BB%A2%E8%BB%8A%E4%BF%AE%E7%90%86%E2%80%A2RENTALCYCLE%EF%BC%89/data=!4m7!3m6!1s0x600108814cfa71a3:0x568be601c10aa385!8m2!3d35.0110928!4d135.7567055!16s%2Fg%2F11cntm2sx3!19sChIJo3H6TIEIAWARhaMKwQHmi1Y?authuser=0&hl=es-419&rclk=1,Humhumhug Cycle Center Kyoto(京都•自転車修理•RENTALCYCLE）
https://www.google.com/maps/place/%E6%9D%BE%E9%87%8E%E8%87%AA%E8%BB%A2%E8%BB%8A%E5%95%86%E4%BC%9A/data=!4m7!3m6!1s0x600106448cca43a7:0x5f813c450d5322fc!8m2!3d34.9877797!4d135.7256199!16s%2Fg%2F11hyl5jyn4!19sChIJp0PKjEQGAWAR_CJTDUU8gV8?authuser=0&hl=es-419&rclk=1,松野自転車商会
https://www.google.com/maps/place/%E7%AB%B9%E5%86%85%E8%87%AA%E8%BB%A2%E8%BB%8A%E5%BA%97/data=!4m7!3m6!1s0x600107c97ab0867b:0x88062a38153aaa0b!8m2!3d35.0103024!4d135.7360394!16s%2Fg%2F1tc_8kqr!19sChIJe4aweskHAWARC6o6FTgqBog?authuser=0&hl=es-419&rclk=1,竹内自転車店
https://www.google.com/maps/place/%E3%81%BF%E3%82%93%E3%81%AA%E3%81%AE%E3%81%98%E3%81%A6%E3%82%93%E3%81%97%E3%82%83/data=!4m7!3m6!1s0x600107002ef153bb:0x11016b4468a2925a!8m2!3d34.9948063!4d135.712229!16s%2Fg%2F12m95g4_p!19sChIJu1PxLgAHAWARWpKiaERrARE?authuser=0&hl=es-419&rclk=1,みんなのじてんしゃ
https://www.google.com/maps/place/Fun+Cycling+%E4%BA%AC%E9%83%BD%EF%BC%88%E8%87%AA%E8%BB%A2%E8%BB%8A%E8%B2%A9%E5%A3%B2%E3%83%BB%E4%BF%AE%E7%90%86%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x6001078756098625:0x659596a6057f1920!8m2!3d34.9790612!4d135.7073032!16s%2Fg%2F11jncnxtgc!19sChIJJYYJVocHAWARIBl_BaaWlWU?authuser=0&hl=es-419&rclk=1,Fun Cycling 京都（自転車販売・修理店）
https://www.google.com/maps/place/Iwai+Cycle+Kizuyabashi/data=!4m7!3m6!1s0x6001061c53c39531:0xcdfb6f83f1804a3b!8m2!3d34.9873693!4d135.7495168!16s%2Fg%2F11b5pjmx2n!19sChIJMZXDUxwGAWARO0qA8YNv-80?authuser=0&hl=es-419&rclk=1,Iwai Cycle Kizuyabashi
https://www.google.com/maps/place/Kyubee+Hakubaicho/data=!4m7!3m6!1s0x600107948375c25d:0x60e12a9ec90a7f2e!8m2!3d35.0251078!4d135.731309!16s%2Fg%2F1tcwlgcw!19sChIJXcJ1g5QHAWARLn8KyZ4q4WA?authuser=0&hl=es-419&rclk=1,Kyubee Hakubaicho
https://www.google.com/maps/place/Ryou+Cycle/data=!4m7!3m6!1s0x6001072dd7121cd1:0xe9be542eca9e06a7!8m2!3d34.9975967!4d135.7519487!16s%2Fg%2F11ckvv9b9v!19sChIJ0RwS1y0HAWARpwaeyi5Uvuk?authuser=0&hl=es-419&rclk=1,Ryou Cycle
https://www.google.com/maps/place/Cycle+Base+Asahi+Kuj%C5%8D/data=!4m7!3m6!1s0x600108acb31b08f7:0xd17b5e6efa6053f5!8m2!3d34.9797389!4d135.7576146!16s%2Fg%2F11c5_k9jxk!19sChIJ9wgbs6wIAWAR9VNg-m5ee9E?authuser=0&hl=es-419&rclk=1,Cycle Base Asahi Kujō
https://www.google.com/maps/place/Cycle+Shop+Reco/data=!4m7!3m6!1s0x600107bdf725b9ff:0x616a7bf1fae1544b!8m2!3d35.019029!4d135.727696!16s%2Fg%2F11bbvpl1zt!19sChIJ_7kl970HAWARS1Th-vF7amE?authuser=0&hl=es-419&rclk=1,Cycle Shop Reco
https://www.google.com/maps/place/Mori+Bicycle+Shop/data=!4m7!3m6!1s0x6001087fd58509f7:0x59fd147036549a33!8m2!3d35.0136971!4d135.7542885!16s%2Fg%2F11f1wbfjkt!19sChIJ9wmF1X8IAWARM5pUNnAU_Vk?authuser=0&hl=es-419&rclk=1,Mori Bicycle Shop
https://www.google.com/maps/place/Sakaida+Auto+Center/data=!4m7!3m6!1s0x6001064aedb6f8fb:0xeb74c81045721db3!8m2!3d35.0027065!4d135.732233!16s%2Fg%2F1tcy460_!19sChIJ-_i27UoGAWARsx1yRRDIdOs?authuser=0&hl=es-419&rclk=1,Sakaida Auto Center
https://www.google.com/maps/place/Winning+Bell/data=!4m7!3m6!1s0x6001070ac6da8cd7:0x3b5cd5ae36516023!8m2!3d35.01164!4d135.713229!16s%2Fg%2F1tcvbsyl!19sChIJ14zaxgoHAWARI2BRNq7VXDs?authuser=0&hl=es-419&rclk=1,Winning Bell
https://www.google.com/maps/place/CYCLE+DOI/data=!4m7!3m6!1s0x6001062809bbbb3d:0xda99153fa051040!8m2!3d35.0034882!4d135.7513061!16s%2Fg%2F11bx1r_7g7!19sChIJPbu7CSgGAWARQBAF-lORqQ0?authuser=0&hl=es-419&rclk=1,CYCLE DOI
https://www.google.com/maps/place/VELMO%EF%BD%9CWELB+%E4%BA%AC%E9%83%BDBASE+%E3%82%A2%E3%83%99%E3%83%B3%E3%83%88%E3%82%A5%E3%83%BC%E3%83%A9%E3%82%A4%E3%83%95%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE/data=!4m7!3m6!1s0x6001077baa2f0be5:0x1236c4b0c4f8e0d3!8m2!3d34.9831758!4d135.7246569!16s%2Fg%2F11tx7h5cc5!19sChIJ5QsvqnsHAWAR0-D4xLDENhI?authuser=0&hl=es-419&rclk=1,VELMO｜WELB 京都BASE アベントゥーライフ株式会社
https://www.google.com/maps/place/Cycle/data=!4m7!3m6!1s0x6001071d4e1e25b9:0x28209d866bdb40ce!8m2!3d34.9913514!4d135.7043896!16s%2Fg%2F1tdft0p_!19sChIJuSUeTh0HAWARzkDba4adICg?authuser=0&hl=es-419&rclk=1,Cycle
https://www.google.com/maps/place/Daiwa+Cycle+Katsura/data=!4m7!3m6!1s0x6001078edaa7d28b:0x3e2a6b9f3027ca92!8m2!3d34.9732354!4d135.7095829!16s%2Fg%2F11rkctgfcp!19sChIJi9Kn2o4HAWARksonMJ9rKj4?authuser=0&hl=es-419&rclk=1,Daiwa Cycle Katsura
https://www.google.com/maps/place/%E3%81%98%E3%81%A6%E3%82%93%E3%81%97%E3%82%83%E5%B7%A5%E6%88%BF%E3%83%94%E3%83%A5%E3%82%A2/data=!4m7!3m6!1s0x6001062ce706134b:0xb70a744ea57212d!8m2!3d35.0084552!4d135.7454328!16s%2Fg%2F1thnnp3z!19sChIJSxMG5ywGAWARLSFX6kSncAs?authuser=0&hl=es-419&rclk=1,じてんしゃ工房ピュア
https://www.google.com/maps/place/%E3%83%80%E3%82%A4%E3%83%AF%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%ABSTYLE+%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%ABKYOTO%E5%BA%97/data=!4m7!3m6!1s0x600109b649d4d0c3:0xe81f43d4c52007af!8m2!3d34.9829409!4d135.7555196!16s%2Fg%2F11vd9sh1gr!19sChIJw9DUSbYJAWARrwcgxdRDH-g?authuser=0&hl=es-419&rclk=1,ダイワサイクルSTYLE イオンモールKYOTO店
https://www.google.com/maps/place/Cycle+Base+Asahi/data=!4m7!3m6!1s0x6000f0d57d78ce53:0xb438320a483e5362!8m2!3d35.0096605!4d135.7430235!16s%2Fg%2F1hhp623_b!19sChIJU854fdXwAGARYlM-SAoyOLQ?authuser=0&hl=es-419&rclk=1,Cycle Base Asahi
https://www.google.com/maps/place/%E6%9D%B1%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%B7%E3%83%A7%E3%83%83%E3%83%97/data=!4m7!3m6!1s0x60010788b08cf263:0x5fa4f3a610c4c66d!8m2!3d34.9910066!4d135.7188395!16s%2Fg%2F11kpk7szkg!19sChIJY_KMsIgHAWARbcbEEKbzpF8?authuser=0&hl=es-419&rclk=1,東サイクルショップ
https://www.google.com/maps/place/Custom+Pro+Shop+R%27s+Cycle/data=!4m7!3m6!1s0x600107c53c322677:0x919b945231204adb!8m2!3d35.0182127!4d135.7415736!16s%2Fg%2F11cn9t9k_t!19sChIJdyYyPMUHAWAR20ogMVKUm5E?authuser=0&hl=es-419&rclk=1,Custom Pro Shop R's Cycle
https://www.google.com/maps/place/Arai%26SHOEI+NANKAI+KYOTO+TSUBOI/data=!4m7!3m6!1s0x60010649f6b3c141:0x531e3d06049f000c!8m2!3d34.9988888!4d135.7323165!16s%2Fg%2F1tr17ggl!19sChIJQcGz9kkGAWARDACfBAY9HlM?authuser=0&hl=es-419&rclk=1,Arai&SHOEI NANKAI KYOTO TSUBOI
https://www.google.com/maps/place/Fujinoi+Motorcycle+Store/data=!4m7!3m6!1s0x6001063f325cd937:0x2b760be1bcd98526!8m2!3d34.9912683!4d135.7348617!16s%2Fg%2F1tg5b_q6!19sChIJN9lcMj8GAWARJoXZvOELdis?authuser=0&hl=es-419&rclk=1,Fujinoi Motorcycle Store
https://www.google.com/maps/place/Sports+Cycle+Yamane/data=!4m7!3m6!1s0x6001087f6a2c4553:0x97765c8416574892!8m2!3d35.016291!4d135.753011!16s%2Fg%2F1v76zkc7!19sChIJU0Usan8IAWARkkhXFoRcdpc?authuser=0&hl=es-419&rclk=1,Sports Cycle Yamane
https://www.google.com/maps/place/%E8%BE%BB%E6%A3%AE%E8%87%AA%E8%BB%A2%E8%BB%8A%E5%95%86%E4%BC%9A/data=!4m7!3m6!1s0x6001089aaf6cf53d:0xfd44bbdef0ea9a17!8m2!3d35.0074606!4d135.7611479!16s%2Fg%2F1tdz99yd!19sChIJPfVsr5oIAWARF5rq8N67RP0?authuser=0&hl=es-419&rclk=1,辻森自転車商会
https://www.google.com/maps/place/%E2%80%8B%E4%BA%AC%E9%83%BD%E8%87%AA%E8%BB%A2%E8%BB%8A%E5%87%A6%E9%8A%80%E8%BC%AA/data=!4m7!3m6!1s0x600109a54747fa4b:0xd81d718041b4b8af!8m2!3d34.9820198!4d135.7590432!16s%2Fg%2F11jpy2bl70!19sChIJS_pHR6UJAWARr7i0QYBxHdg?authuser=0&hl=es-419&rclk=1,​京都自転車処銀輪
https://www.google.com/maps/place/Nishimura+Ringyo/data=!4m7!3m6!1s0x6001062777add2bb:0x385abcf80297c7c8!8m2!3d35.0011846!4d135.7513906!16s%2Fg%2F1tgpb54p!19sChIJu9KtdycGAWARyMeXAvi8Wjg?authuser=0&hl=es-419&rclk=1,Nishimura Ringyo
https://www.google.com/maps/place/KON%27S+CYCLE+%E5%B8%B8%E7%9B%A4%E5%BA%97%28%E3%82%B3%E3%83%B3%E3%82%BA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%29/data=!4m7!3m6!1s0x60010777aa117ee5:0x43619b27d50e09da!8m2!3d35.0189273!4d135.7118669!16s%2Fg%2F11b7s_wbql!19sChIJ5X4RqncHAWAR2gkO1SebYUM?authuser=0&hl=es-419&rclk=1,KON'S CYCLE 常盤店(コンズサイクル)
https://www.google.com/maps/place/Kyoto+Gojo+Cycle/data=!4m7!3m6!1s0x600108b9683eb73d:0x798ec2207e8f4dad!8m2!3d34.9961023!4d135.7669509!16s%2Fg%2F12hq0lqsw!19sChIJPbc-aLkIAWARrU2PfiDCjnk?authuser=0&hl=es-419&rclk=1,Kyoto Gojo Cycle
https://www.google.com/maps/place/Shimizu+Bicycle+-+Kinugasa/data=!4m7!3m6!1s0x6001079aad38c917:0xc21963351c9fe74!8m2!3d35.0260224!4d135.723164!16s%2Fg%2F11gh2q347m!19sChIJF8k4rZoHAWARdP7JUTOWIQw?authuser=0&hl=es-419&rclk=1,Shimizu Bicycle - Kinugasa
https://www.google.com/maps/place/Cycle+Shop+Eirin+Gojo+Higashinotoin/data=!4m7!3m6!1s0x60010957cbd681d1:0xecbb7718963f388d!8m2!3d34.9964264!4d135.7612517!16s%2Fg%2F11qp2mj6mf!19sChIJ0YHWy1cJAWARjTg_lhh3u-w?authuser=0&hl=es-419&rclk=1,Cycle Shop Eirin Gojo Higashinotoin
https://www.google.com/maps/place/Shimizujitensha+Tokiwaten/data=!4m7!3m6!1s0x6001077ae246e96b:0xc5285e4217fa10a2!8m2!3d35.0205143!4d135.7063283!16s%2Fg%2F1x6q1nm5!19sChIJa-lG4noHAWARohD6F0JeKMU?authuser=0&hl=es-419&rclk=1,Shimizujitensha Tokiwaten
https://www.google.com/maps/place/Cons+Cycle+Katsuragawakaido/data=!4m7!3m6!1s0x600107ddb1a92ebf:0x82610812a8de0f27!8m2!3d34.9802025!4d135.7096196!16s%2Fg%2F11rgsxjxq8!19sChIJvy6psd0HAWARJw_eqBIIYYI?authuser=0&hl=es-419&rclk=1,Cons Cycle Katsuragawakaido
https://www.google.com/maps/place/Cycle+Garden/data=!4m7!3m6!1s0x600108b8749db385:0xebf71a7ad4326c92!8m2!3d34.9955484!4d135.7706107!16s%2Fg%2F1wv_s396!19sChIJhbOddLgIAWARkmwy1Hoa9-s?authuser=0&hl=es-419&rclk=1,Cycle Garden
https://www.google.com/maps/place/Kon%E2%80%99s+Cycle/data=!4m7!3m6!1s0x6001089147a5e8f1:0xcb93ea7783d9907d!8m2!3d35.0060606!4d135.765234!16s%2Fg%2F11b75jtl1m!19sChIJ8eilR5EIAWARfZDZg3fqk8s?authuser=0&hl=es-419&rclk=1,Kon’s Cycle
https://www.google.com/maps/place/Nishimura+Sh%C5%8Dkai+Company/data=!4m7!3m6!1s0x6001060fd69aad81:0xfd81432cc793df4a!8m2!3d34.9805686!4d135.7405685!16s%2Fg%2F1tcvp4yt!19sChIJga2a1g8GAWARSt-TxyxDgf0?authuser=0&hl=es-419&rclk=1,Nishimura Shōkai Company
https://www.google.com/maps/place/1-jyo+Ultimate+Factory+Kyoto+West/data=!4m7!3m6!1s0x6001071cf5815163:0xdabc536a1ac4a95a!8m2!3d34.9930778!4d135.7024078!16s%2Fg%2F11cs1f15k4!19sChIJY1GB9RwHAWARWqnEGmpTvNo?authuser=0&hl=es-419&rclk=1,1-jyo Ultimate Factory Kyoto West
https://www.google.com/maps/place/Aeon+Bike+Rakunan/data=!4m7!3m6!1s0x6001060c51f84119:0x4c44815101a8de2!8m2!3d34.976201!4d135.7360721!16s%2Fg%2F11gsn3kwv2!19sChIJGUH4UQwGAWAR4o0aEBVIxAQ?authuser=0&hl=es-419&rclk=1,Aeon Bike Rakunan
https://www.google.com/maps/place/Cycle+Katsuyama/data=!4m7!3m6!1s0x6001087c1d9ef087:0xee17a0af92022dde!8m2!3d35.018606!4d135.7569031!16s%2Fg%2F11cffbyv2!19sChIJh_CeHXwIAWAR3i0Ckq-gF-4?authuser=0&hl=es-419&rclk=1,Cycle Katsuyama
https://www.google.com/maps/place/Kon%27s+Cycle+Oike/data=!4m7!3m6!1s0x6001088fb0e4817d:0xd859b5c3a5743d7a!8m2!3d35.0104722!4d135.7634881!16s%2Fg%2F11cnbqltjz!19sChIJfYHksI8IAWARej10pcO1Wdg?authuser=0&hl=es-419&rclk=1,Kon's Cycle Oike
https://www.google.com/maps/place/%E8%87%AA%E8%BB%A2%E8%BB%8A%E5%87%BA%E5%BC%B5%E4%BF%AE%E7%90%86%E5%B0%82%E9%96%80%E5%BA%97HITECH+CYCLES+%E3%83%8F%E3%82%A4%E3%83%86%E3%83%83%E3%82%AF%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%BA%E3%80%90%E8%A6%81%E4%BA%88%E7%B4%84%E3%80%91/data=!4m7!3m6!1s0x4fbfb259c23cb9e9:0xdc6bd72e9129c704!8m2!3d34.9802282!4d135.776414!16s%2Fg%2F11txpfnpgc!19sChIJ6bk8wlmyv08RBMcpkS7Xa9w?authuser=0&hl=es-419&rclk=1,自転車出張修理専門店HITECH CYCLES ハイテックサイクルズ【要予約】
https://www.google.com/maps/place/Shibata+Motorcycle/data=!4m7!3m6!1s0x600106011a98840d:0xcae5760e72a2d9e5!8m2!3d34.9784732!4d135.7491!16s%2Fg%2F1vv2s43w!19sChIJDYSYGgEGAWAR5dmicg525co?authuser=0&hl=es-419&rclk=1,Shibata Motorcycle
https://www.google.com/maps/place/J-Cycle/data=!4m7!3m6!1s0x600108981a0a4acf:0x838ff450162e26a3!8m2!3d34.998782!4d135.7580353!16s%2Fg%2F1v41_c39!19sChIJz0oKGpgIAWARoyYuFlD0j4M?authuser=0&hl=es-419&rclk=1,J-Cycle
https://www.google.com/maps/place/bol.motor%26cycle/data=!4m7!3m6!1s0x600107bc42d05773:0xf86983a8dd78e55f!8m2!3d35.0074367!4d135.7582525!16s%2Fg%2F1tgxtflz!19sChIJc1fQQrwHAWARX-V43aiDafg?authuser=0&hl=es-419&rclk=1,bol.motor&cycle
https://www.google.com/maps/place/tabi+to+COG+KYOTO/data=!4m7!3m6!1s0x6001099cf6ec8797:0xdb1dae32d853eba4!8m2!3d35.0074366!4d135.7611822!16s%2Fg%2F11jm_glbkk!19sChIJl4fs9pwJAWARpOtT2DKuHds?authuser=0&hl=es-419&rclk=1,tabi to COG KYOTO
https://www.google.com/maps/place/Saikurudorimufushimiten/data=!4m7!3m6!1s0x60010f65292eaaab:0x6bc96398a2655984!8m2!3d34.9542099!4d135.7594897!16s%2Fg%2F11byydjgk8!19sChIJq6ouKWUPAWARhFllophjyWs?authuser=0&hl=es-419&rclk=1,Saikurudorimufushimiten
https://www.google.com/maps/place/la+bicyclette+Shimizu+%E6%B8%85%E6%B0%B4%E8%87%AA%E8%BB%A2%E8%BB%8A+%E8%8A%B1%E5%9C%92%E5%BA%97/data=!4m7!3m6!1s0x6001079969926fd5:0x9706f6f4f4c1a796!8m2!3d35.0196114!4d135.7199028!16s%2Fg%2F1tqt9ktl!19sChIJ1W-SaZkHAWARlqfB9PT2Bpc?authuser=0&hl=es-419&rclk=1,la bicyclette Shimizu 清水自転車 花園店
https://www.google.com/maps/place/%E4%B9%85%E4%BF%9D%E6%9D%91%E3%83%A2%E3%83%BC%E3%82%BF%E3%83%BC%E6%96%B0%E8%BB%8A%E9%A4%A8/data=!4m7!3m6!1s0x6001065252dc3231:0xfa250e4371a2ee82!8m2!3d34.9953689!4d135.7213193!16s%2Fg%2F1whdj7p0!19sChIJMTLcUlIGAWARgu6icUMOJfo?authuser=0&hl=es-419&rclk=1,久保村モーター新車館
